=================== 正面和负面 同时存在的词  ===================
34-ياخشى بولاتتى=正面=6.482103304319001
19206-رايىم قايتتى=负面=-7.659595238942186
19207-نەرسىلەرنى كۆردۈم=负面=-7.659595238942186
19210-يۈزىگە كىرمىدى=负面=-7.659595238942186
19211-پىلاستىكىغىمۇ ئويۇپ=负面=-7.659595238942186
19212-يۇمشاق دىسكىغا=负面=-7.659595238942186
19213-دىسكىغا ئويۇپ=负面=-7.659595238942186
19216-كۆڭلىڭىزگە كەلسىمۇ=负面=-5.372585560258052
19217-نەرسىلەرگە ئىشىنىپ=负面=-5.957548060979208
19218-كۆرسەتكۈچى نورمال=负面=-5.957548060979208
19219-نورمال ئادەملەرنىڭكىدىن=负面=-5.957548060979208
19220-ئادەملەرنىڭكىدىن تۆۋەن=负面=-5.957548060979208
19221-تۆۋەن بولامدىكى=负面=-5.957548060979208
19274-قىزلارنى ئۆلتۈرگىنى=负面=-10.680656854470016
19275-ھەقىقەتەن زوراۋانلىق=负面=-10.680656854470016
19276-زوراۋانلىق بوپتۇ=负面=-10.680656854470016
19277-خەققىمۇ قىلدى=负面=-10.52019218227677
19295-تەس كەلدى=负面=-12.569733939534968
19301-بەكرەك چىڭ=负面=-14.636879517982658
19302-چىڭ تۇرىۋالسا=负面=-5.957548060979208
19304-نارازىلىق بىلدۈرسە=负面=-5.957548060979208
19306-قالپاقنى كېيدۈرۈشكە=负面=-5.957548060979208
19332-باشقىلارنىڭ گۈدۈكىگە=负面=-9.910138700592784
19336-تازا نورمال=负面=-3.659595238942186
19356-سېسىق گەپ=负面=-0.5652306382004477
19361-كېرەك ئىدىغۇ=负面=-9.568447350883991
19414-چىكىنىپ كىتىدۇ=负面=-7.8048623487988795
19441-جاھىل سىياسەتنى=负面=-15.806804519424968
19442-سىياسەتنى يۈرگۈزۈش=负面=-15.806804519424968
19443-كومپارتىيە ياخشى=负面=-15.806804519424968
19444-تەسىر قوزغاش=负面=-15.806804519424968
19445-پالتا چاپقانلىققا=负面=-15.806804519424968
19458-پومشىچىك دەپ=负面=-8.120661269265435
19459-كەمبەغەللەرنى ئاجىز=负面=-8.120661269265435
19460-ئاجىز مىللەتلەرنى=负面=-8.120661269265435
19461-مىللەتلەرنى ئەزگەن=负面=-8.120661269265435
19472-يېڭى باشلىق=负面=-12.078209330244643
19475-ئاتاڭغا لەنەت=负面=-8.120661269265435
19476-لەنەت تىل=负面=-8.120661269265435
19477-كومېتىتىدىكى ناكەسلەر=负面=-8.120661269265435
19478-ناكەسلەر قىلىدىغان=负面=-8.120661269265435
19479-ئىشىڭ بولمىسا=负面=-8.120661269265435
19480-يېرنى تېرىشىپ=负面=-8.120661269265435
19481-پەيدا قىلغانلارغىمۇ=负面=-8.120661269265435
19482-نالەت بولسۇن=负面=-8.120661269265435
19483-ئەمدى ئۆزگەرتمەكچى=负面=-8.120661269265435
19484-ئىملانى ئۆزگەرتىشنىڭ=负面=-16.520824339054023
19485-دەۋردىكىدىنمۇ ئېغىر=负面=-16.520824339054023
19486-ئېغىر خىرىسقا=负面=-16.520824339054023
19487-خىرىسقا ئۇچراۋاتقان=负面=-16.520824339054023
19489-تىل قالايمىقانچىلىقى=负面=-16.520824339054023
19490-قالايمىقانچىلىقى كەلتۈرۈپ=负面=-16.520824339054023
19493-مۇسابىقە ئاخىرلاشقاندىن=负面=-5.372585560258052
19504-كۆزۈمگە سەت=负面=-5.957548060979208
19505-سەت كۆرۈنۈپ=负面=-5.957548060979208
19537-قېتىپلا قالدى=负面=-5.957548060979208
19538-ساندانغا ئۇلانماي=负面=-5.957548060979208
19539-ئۇھ سەت=负面=-5.957548060979208
19540-سەت زىرىكتىم=负面=-5.957548060979208
19545-نومۇس قىلىپ=负面=-3.9575480609792084
19550-پىتنە پاسات=负面=-26.513612535550614
19604-تورىنىڭ تاقىلىپ=负面=-5.957548060979208
19605-ئىنتايىن يېرىم=负面=-4.957548060979208
19611-يادىمدا يوق=负面=-2.4981164423419107
19622-سەرگەردان بولۇپ=负面=-14.697226337952113
19652-دېموكراتىيە بار=负面=-4.957548060979208
19711-كۈنى بولسا=负面=-2.787623059536896
19712-ماختاپ ئۇچىرىتىسىز=负面=-4.372585560258052
19713-قاتتىق ۋاستە=负面=-4.372585560258052
19715-يۇمشاق ۋاستىنى=负面=-4.372585560258052
19716-ۋاستىنى تەڭ=负面=-4.372585560258052
19717-تەڭ ئىشلىتىۋاتقان=负面=-4.372585560258052
19739-قايتىدىن باشلايمەن=负面=-5.7987331743780715
19747-يۇمشاق دېتاللارغا=负面=-10.539301005224475
19749-نۇرغۇن مەبلەغ=负面=-3.6356199660918462
19757-ھەرگىز ئىشەنمەڭ=负面=-5.7987331743780715
19771-گەپلەرنى قىلىپ=负面=-10.180974336169397
19810-كىشىلەرنىڭ دەيدىغان=负面=-6.659595238942186
19833-كۈن ئالغان=负面=-8.97370382937025
19842-ئەپۇ سوراپ=负面=-3.6356199660918462
19957-ئارام بەرمەپتۇ=负面=-8.198264087389408
20060-خەق ياسىغان=负面=-12.861229100111837
20061-دېتاللارغا يامان=负面=-12.861229100111837
20062-يامان ئۆچ=负面=-10.539301005224475
20063-لۈكچەك دېتال=负面=-12.861229100111837
20064-بىللە گۆشىرىپ=负面=-12.861229100111837
20065-زورلاپ قاچىلىۋىتىشلىرىمۇ=负面=-12.861229100111837
20066-دېتالنى قاچىلىسىلا=负面=-12.861229100111837
20067-بېزەپ ئېلانلىرى=负面=-12.861229100111837
20087-چىكىت قويۇپ=负面=-10.375802272941595
20127-دوست بولىدۇ=负面=-4.957548060979208
20128-ئالدىڭىزدا ھىجىيىپ=负面=-5.957548060979208
20129-ھىجىيىپ كۈلكە=负面=-5.957548060979208
20130-كۈلكە ئىشلىتىپ=负面=-5.957548060979208
20131-مەقسەتكە يېتىپ=负面=-5.957548060979208
20132-ھازىر بۇنداقلارغا=负面=-5.957548060979208
20173-ئاخىرى قىلغۇلۇقنى=负面=-9.84925645844576
20174-قىلغۇلۇقنى قىلدى=负面=-9.84925645844576
20191-ھەققىڭىز يوق=负面=-9.723725576361902
20192-كوتۇلدىغان ئاغزىڭغا=负面=-10.885476646358514
20193-ھېلى بىكار=负面=-9.563548551471152
20194-بىكار سۇلفات=负面=-10.885476646358514
20195-كىسلاتا قۇيىۋىتىمەن=负面=-10.885476646358514
20196-سەبىي كۆڭلۈمگە=负面=-10.885476646358514
20197-تولىمۇ ئازار=负面=-10.885476646358514
20198-ئازار بەرگەن=负面=-10.885476646358514
20217-قىيىنچىلىقنى كۆتۈرۈپ=负面=-9.300514145637358
20219-قايغۇلىرىڭىزنى كەتكۈزۈشكە=负面=-9.300514145637358
20225-تولىمۇ ئامراقكەن=负面=-12.680656854470016
20226-ئامراقكەن چىشىنى=负面=-12.680656854470016
20227-چىشىنى چىقىرىپ=负面=-17.63139312229314
20229-نىيەتلىك كۈلۈشكە=负面=-12.680656854470016
20268-ھەل قىلىشنى=负面=-9.359509713274937
20294-ھەزەر قىل=负面=-10.199168517562997
20308-ھەسەتخوردىن بەختىڭنى=负面=-5.957548060979208
20309-بەختىڭنى يوشۇر=负面=-5.957548060979208
20310-دەللالدىن دەردىڭنى=负面=-5.957548060979208
20311-نارسىدە بالا=负面=-10.52019218227677
20312-بالا يۈتتى=负面=-22.572109199538268
20313-بالا يۈتسە=负面=-10.52019218227677
20314-ھەسرەت يوق=负面=-10.52019218227677
20315-پەرزەنىتنى سۆيدۈڭلارمۇ=负面=-10.52019218227677
20316-پەريادىنىڭ ۋەزمىنىنى=负面=-10.52019218227677
20317-ۋەزمىنىنى تۇيدۇڭلارمۇ=负面=-10.52019218227677
20318-ئاچچىق ئەلەم=负面=-10.52019218227677
20319-ئەلەم بىتاقەتتە=负面=-10.52019218227677
20323-چوڭ زەربە=负面=-26.326996701701738
20324-زەربە ئۇيقۇ=负面=-26.326996701701738
20325-ئۇيقۇ يوققۇ=负面=-26.326996701701738
20327-ئۇزۇن كېچەلەردە=负面=-26.326996701701738
20329-يېغا يۇتقاي=负面=-26.326996701701738
20339-خار زەبۇن=负面=-10.088137205174252
20418-خاتالىق چىقىۋېلىپ=负面=-7.659595238942186
20419-ئىچىمنى سىقىۋەتتتى=负面=-7.659595238942186
20456-خىجالەتچىلىكتىن يەرگە=负面=-21.737804569186828
20457-يەرگە كىرىپ=负面=-14.346269695470632
20459-نەرسىلىرىنى ئېلىپ=负面=-4.957548060979208
20469-يۈزخاتىرە قىلمايدۇ=负面=-13.067679977579262
20511-سادىر قىلىش=负面=-6.659595238942186
20526-بەك شەخسىيەتچى=负面=-8.120661269265435
20704-ئوتتۇرىغا قويغان=负面=-0.40295920930157075
20733-مۇ يامان=负面=-12.366231585067235
20822-تازا ئوبدان=负面=-3.9575480609792084
20989-سەت بولىدۇ=负面=-5.957548060979208
21032-ياخشى بولماي=负面=-4.120661269265434
21158-ئوتتۇرا مەيداندا=负面=-4.957548060979208
21205-نېمىدىگەن كۆپ=负面=-5.957548060979208
21233-ناماز ئوقۇپ=负面=-10.614206016841841
21243-خاتا بوپتۇ=负面=-7.120661269265434
21284-ۋاي توۋا=负面=-18.596959903065297
21318-جان جەھلى=负面=-10.153409851605147
21394-ئاخىرىنى ئوقۇپ=负面=-4.957548060979208
21413-ئامال دەيسىز=负面=-12.806804519424968
21544-گەپنى قىلغان=负面=-14.981890369377272
21754-ھەقىقەتەن زور=负面=-9.09569435374886
21776-خاتالىق يوق=负面=-7.659595238942186
21842-تەس ئوخشايدۇ=负面=-4.372585560258052
22037-يېرىم مەيدان=负面=-3.1501931389216042
22067-يەرگە بېرىپ=负面=-7.983484850162834
22083-غەلبە قىلسىمۇ=负面=-21.25778993322023
22100-قارا كۈنلەر=负面=-8.97370382937025
22101-بېشىغا كەلمىسۇن=负面=-8.120661269265435
22222-ئىشقا ئورۇنلىشىش=负面=-6.740213699150471
22308-ئىلاجىمىز يوق=负面=-9.300514145637358
22357-قان قىلىپ=负面=-7.053874178054232
22378-پۇل خەجلىگەن=负面=-4.957548060979208
22440-مۇۋاپىق بولمىغان=负面=-4.372585560258052
22700-يولغا سالغىلى=负面=-4.957548060979208
22723-يامان تەرپى=负面=-7.659595238942186
22730-خاتا تونۇپ=负面=-8.84925645844576
22825-ئۇقۇم خاتالىقى=负面=-7.659595238942186
22848-ئىشەنچ قىلالماي=负面=-8.388741328649093
22895-زىيان بولىدۇ=负面=-8.861229100111837
22917-دەل جايىدا=负面=-9.84925645844576
22950-تۆگە ئەمەس=负面=-5.957548060979208
22978-خەۋىرى يوق=负面=-2.2571083428381162
23014-مەغلۇپ بولدى=负面=-3.4116677254986003
23065-ئىشنى قىلمايمەن=负面=-9.648852159648731
23218-تېخىمۇ ئېغىر=负面=-8.09569435374886
23365-بەكلا خاتا=负面=-7.659595238942186
23388-مۇسابىقە باشلانغاندا=负面=-5.957548060979208
23405-خىلى بار=负面=-2.957548060979208
23427-قۇرۇق قول=负面=-13.478586051476773
23470-مەسىلە ئەمەس=负面=-17.977809950080292
23475-ئىش دەپ=负面=-4.083078943063067
23519-قايغۇلۇق ئىش=负面=-9.300514145637358
23618-خەۋىرىنى ئاڭلاپ=负面=-7.300514145637358
23632-مەغلۇب بولۇش=负面=-18.08786493177792
23664-بىكەت بار=负面=-8.861229100111837
23680-ئىشنى كۆرۈڭ=负面=-7.510731853027703
23699-كۆپ ئىدى=负面=-3.9591555208010942
23754-مۇناپىقلارنىڭ ئىشى=负面=-11.598194694278043
23757-ئوخشاش مۇسۇلمان=负面=-4.372585560258052
23784-مىنۇتلۇق يېرىنى=负面=-10.12426350594563
23786-رولنى ياخشى=负面=-8.74021369915047
23808-خاتا بولغان=负面=-17.461930650000454
23984-ئىجرا قىلىشتا=负面=-6.539301005224474
24015-مەھرۇم قالىدۇ=负面=-4.957548060979208
24151-خاتالىقى كۆپ=负面=-7.659595238942186
24246-قاتتىق تىرىشىپ=负面=-4.372585560258052
24281-مۇئامىلە قىلىدىغان=负面=-5.852240316884582
24398-ھازىر ئاز=负面=-13.508851697387946
24475-باشقىلار يازغان=负面=-11.375802272941595
24476-تارىخنى ئوبدان=负面=-8.861229100111837
24540-بىچارە ئادەمدۇر=负面=-5.957548060979208
24639-ياخشىراق ياش=负面=-3.9575480609792084
24715-سەت دىگەن=负面=-5.957548060979208
24790-دىققەت قىلسىڭىز=负面=-10.908284328802331
24843-كەينىدە قالسا=负面=-5.957548060979208
24886-قالايمىقانچىلىق پەيدا=负面=-8.861229100111837
24895-ئادىل ئىجرا=负面=-6.861229100111836
24912-ھامان كىلىدۇ=负面=-5.957548060979208
24914-يامان بولىدۇ=负面=-3.1501931389216042
24917-ئىملا خاتالىقىنى=负面=-7.659595238942186
25051-ئېلىشىپ قالغان=负面=-7.27626659939068
25098-ئاتتىن چۈشسىمۇ=负面=-5.957548060979208
25360-سەت كۆرۈندى=负面=-5.957548060979208
25382-كارى يوق=负面=-14.439036542785963
25486-يەرگە كەلگەندە=负面=-2.1501931389216042
25600-ۋەكىلى دەپ=负面=-7.27626659939068
25704-خاتالىق بارمۇ=负面=-7.659595238942186
25777-ساختا يىقىلىش=负面=-9.97370382937025
25809-جىلە بولۇپ=负面=-6.659595238942186
25954-نۇرغۇن زىيان=负面=-8.861229100111837
26006-دىققەت قىلسام=负面=-4.661229650628138
26014-كۆز بويامچىلىق=负面=-3.9575480609792084
26044-نېمانداق سەت=负面=-5.957548060979208
26045-سەت چاچ=负面=-5.957548060979208
26086-ئاساسى يوق=负面=-3.6356199660918462
26097-كېلىشمەسلىك كەلسە=负面=-5.957548060979208
26227-ماس ھالدا=负面=-15.395030308188936
26275-رەسمى ئىشقا=负面=-5.957548060979208
26279-تازا چۈشىنىپ=负面=-8.861229100111837
26308-چاتاق بوپتۇ=负面=-9.960764773662751
26321-يامان نەرسىما=负面=-7.659595238942186
26338-كاللىسى ئىشلىمەيدىغان=负面=-10.598194694278043
26347-خاتالىق باردەك=负面=-7.659595238942186
26356-يىتەرلىك ئەمەس=负面=-6.0746327382210294
26425-خار قىلغان=负面=-4.5425105617003645
26529-بەك سەتكەن=负面=-5.957548060979208
26547-ئىش باكەن=负面=-5.957548060979208
26576-دىققەت قىلاي=负面=-3.8612291001118364
26585-قەشقەر دېگەن=负面=-7.659595238942186
26738-پۇلنى ئارتۇق=负面=-11.12426350594563
26849-زىيانلىق ئىكەنلىگىنى=负面=-10.325176199871628
26914-چەكتىن ئېشىپ=负面=-8.42826969283573
26940-تەرجىمە قىلغۇچى=负面=-9.204067316975836
26957-خاتا قاراش=负面=-5.7987331743780715
26958-بەكلا ئاۋۇپ=负面=-8.861229100111837
27072-ئالدىنقى يىلى=负面=-2.313691871204483
27277-يارىدار بولغانلىقى=负面=-7.527328363558399
27356-سەت ئەمەسمۇ=负面=-5.957548060979208
27496-قۇبۇل قىلىش=负面=-5.237713358621288
27500-قۇبۇل قىلىپ=负面=-7.861229100111837
27621-كۈنى تەس=负面=-4.372585560258052
27670-نىكاھ ئوقۇپ=负面=-4.957548060979208
27742-راسىت بولغان=负面=-8.861229100111837
27747-ھەسسىلەپ ئېشىپ=负面=-5.957548060979208
27759-قالايمىقان بوز=负面=-8.861229100111837
27760-بوز يەر=负面=-4.539301005224474
27774-بەك تەسلىشىپ=负面=-9.910138700592784
27777-كىيىم كىيىشنىڭ=负面=-5.957548060979208
27809-ۋەيران قىلغان=负面=-3.6356199660918462
27840-مەسىلە چىققان=负面=-4.957548060979208
27930-يار بەرمەي=负面=-8.861229100111837
28090-يامان بولدى=负面=-6.659595238942186
28156-سەۋەپ كۆرسەتكەن=负面=-5.957548060979208
28190-چېكىدىن ئاشقان=负面=-18.870077395481452
28271-ئۇۋالچىلىققا ئۇچرىغان=负面=-18.847989082307535
28357-ئادەم بولمىسا=负面=-6.659595238942186
28400-مۇئامىلە قىلىشى=负面=-4.337667144054824
28454-باھاسىنى چۈشۈرۈپ=负面=-16.081811566924838
28617-تۇتامى يوق=负面=-4.372585560258052
28656-ئەتە ئۆگۈن=负面=-1.4981164423419109
28697-مەلۇم تور=负面=-5.957548060979208
28730-ساپاسى يوق=负面=-11.598194694278043
28761-سۆز خاتا=负面=-6.0746327382210294
28768-ئەسلا يوق=负面=-4.852240316884582
28790-ئوت ئۈستىگە=负面=-4.372585560258052
28791-ئۈستىگە ياغ=负面=-4.372585560258052
28850-مىكى مىكى=负面=-5.957548060979208
28900-ئىش بولماس=负面=-7.27626659939068
